passport_id,file,key_generation_time_s,recursive_snark_creation_time_s,recursive_snark_verify_time_s,recursive_snark_verify_time_ms,compressed_snark_prove_time_s,compressed_snark_verify_time_s,compressed_snark_verify_time_ms,constraints_primary,variables_primary,constraints_secondary,variables_secondary,peak_memory_kb,peak_memory_mb,peak_memory_gb
0026,passport_0026_output.log,31.145226234,1201.167339197,1.391542486,1391.542486,52.027021167,1.972230191,1972.2301909999999,559724,544360,10347,10329,,,
0027,passport_0027_output.log,31.492803321,1198.172618077,1.447742095,1447.742095,53.249477397,2.127206289,2127.206289,559724,544360,10347,10329,,,
0028,passport_0028_output.log,31.789860037,1212.500675807,1.670513599,1670.5135989999999,53.912353188,1.977470919,1977.4709189999999,559724,544360,10347,10329,,,
0029,passport_0029_output.log,31.231937582,1197.420916934,1.460875384,1460.875384,53.470352758,2.071017613,2071.017613,559724,544360,10347,10329,,,
0030,passport_0030_output.log,30.938139208,1204.139430842,2.053418434,2053.418434,52.537275507,2.041466874,2041.4668740000002,559724,544360,10347,10329,,,
0031,passport_0031_output.log,31.736778406,1233.391513039,1.49284661,1492.84661,53.592265691,2.082958197,2082.958197,559724,544360,10347,10329,,,
0032,passport_0032_output.log,31.331447569,1219.967424743,1.478557384,1478.557384,53.614727845,2.13655857,2136.55857,559724,544360,10347,10329,,,
0033,passport_0033_output.log,31.783732983,1220.068005806,1.530370405,1530.370405,54.319946022,2.1373254,2137.3253999999997,559724,544360,10347,10329,,,
0034,passport_0034_output.log,32.037359521,1219.412995504,1.396539815,1396.5398149999999,53.467263936,2.083907067,2083.907067,559724,544360,10347,10329,,,
0035,passport_0035_output.log,31.520629136,1227.850466019,1.416898979,1416.898979,53.42799473,2.359286164,2359.2861639999996,559724,544360,10347,10329,,,
0036,passport_0036_output.log,31.357344358,1214.491053836,1.329375873,1329.375873,55.12093466,2.202219969,2202.219969,559724,544360,10347,10329,,,
0037,passport_0037_output.log,34.510487893,1212.411924343,1.385676379,1385.676379,53.133049539,2.077238079,2077.2380789999997,559724,544360,10347,10329,,,
0038,passport_0038_output.log,30.999575499,1215.617472385,1.46836074,1468.36074,53.307514908,2.002545374,2002.5453739999998,559724,544360,10347,10329,,,
0039,passport_0039_output.log,31.755054133,1224.865745637,1.410757275,1410.757275,53.382394513,2.028610648,2028.6106479999999,559724,544360,10347,10329,,,
0040,passport_0040_output.log,30.830265402,1224.811515236,1.392034313,1392.0343129999999,53.260097024,2.058260988,2058.260988,559724,544360,10347,10329,,,
0041,passport_0041_output.log,31.159927605,1215.92181855,1.52362345,1523.62345,53.286930161,2.1117923,2111.7923,559724,544360,10347,10329,,,
0042,passport_0042_output.log,31.341998878,1254.484631662,1.649699221,1649.699221,55.339802649,1.995923835,1995.9238349999998,559724,544360,10347,10329,,,
0043,passport_0043_output.log,30.770530365,3018.313443955,4.82853721,4828.53721,183.595854232,9.373564842,9373.564842,559724,544360,10347,10329,,,
0044,passport_0044_output.log,113.953918186,3832.229272731,5.563119284,5563.119284,158.11349548,8.227932884,8227.932884,559724,544360,10347,10329,,,
0045,passport_0045_output.log,81.691411908,3656.19934126,6.674710786,6674.710786000001,193.649848122,8.057417291,8057.417291,559724,544360,10347,10329,,,
0046,passport_0046_output.log,120.082159647,3600.273041846,4.109505415,4109.5054150000005,122.579758108,6.739239915,6739.239915,559724,544360,10347,10329,,,
0047,passport_0047_output.log,71.878619363,3546.846441789,2.177033173,2177.033173,81.366448432,3.428124561,3428.124561,559724,544360,10347,10329,,,
0048,passport_0048_output.log,46.668491353,3040.5407408,5.053996052,5053.9960519999995,149.77080944,6.526001669,6526.001669,559724,544360,10347,10329,,,
0049,passport_0049_output.log,87.868488548,2625.919699802,2.276867982,2276.867982,69.927256037,2.804915356,2804.915356,559724,544360,10347,10329,,,
