passport_id,file,key_generation_time_s,recursive_snark_creation_time_s,recursive_snark_verify_time_s,recursive_snark_verify_time_ms,compressed_snark_prove_time_s,compressed_snark_verify_time_s,compressed_snark_verify_time_ms,constraints_primary,variables_primary,constraints_secondary,variables_secondary,peak_memory_kb,peak_memory_mb,peak_memory_gb
0029,passport_0029_output.log,9.410172983,426.350816375,0.458965878,458.965878,14.787741393,0.629813135,629.813135,157312,156666,10347,10329,,,
0030,passport_0030_output.log,8.97622989,425.24489478,0.41108128,411.08128,14.353933438,0.5599366370000001,559.936637,157312,156666,10347,10329,,,
0031,passport_0031_output.log,9.598098263,426.868695997,0.43089313199999996,430.893132,15.194182021,0.5929545879999999,592.954588,157312,156666,10347,10329,,,
0032,passport_0032_output.log,9.168751738,435.685516203,0.465563395,465.563395,15.431776148,0.7213175780000001,721.317578,157312,156666,10347,10329,,,
0033,passport_0033_output.log,9.383127865,425.283257692,0.440493992,440.493992,14.754485884,0.583855844,583.855844,157312,156666,10347,10329,,,
0034,passport_0034_output.log,9.20774919,425.212154307,0.430966246,430.966246,14.59049288,0.571494487,571.494487,157312,156666,10347,10329,,,
0035,passport_0035_output.log,9.09622772,423.587958143,0.415536473,415.536473,15.435447251,0.6202409609999999,620.240961,157312,156666,10347,10329,,,
0036,passport_0036_output.log,9.261069615,426.38912826,0.423042011,423.042011,14.836552066,0.572574429,572.574429,157312,156666,10347,10329,,,
0037,passport_0037_output.log,8.900366358,426.570642077,0.44290161100000003,442.901611,14.98822988,0.575384828,575.384828,157312,156666,10347,10329,,,
0038,passport_0038_output.log,9.32309704,428.129654639,0.43669558799999997,436.695588,14.290791883,0.708987568,708.987568,157312,156666,10347,10329,,,
0039,passport_0039_output.log,9.113438918,432.684526753,0.48310301,483.10301,15.354769055,0.617337873,617.337873,157312,156666,10347,10329,,,
0040,passport_0040_output.log,9.175076824,425.675295665,0.420371372,420.371372,14.488253702,0.582958924,582.958924,157312,156666,10347,10329,,,
0041,passport_0041_output.log,9.356248844,425.853804978,0.426136862,426.136862,15.524531736,0.690825335,690.825335,157312,156666,10347,10329,,,
0042,passport_0042_output.log,9.700676748,428.081009976,0.427931114,427.931114,15.050149745,0.582070151,582.070151,157312,156666,10347,10329,,,
0043,passport_0043_output.log,9.004179779,428.080369002,0.417352279,417.352279,14.958999013,0.629537754,629.537754,157312,156666,10347,10329,,,
0044,passport_0044_output.log,9.293051489,422.737989074,0.41840148299999996,418.401483,14.421597167,0.569581134,569.581134,157312,156666,10347,10329,,,
0045,passport_0045_output.log,9.163645031,418.875303557,0.410412248,410.412248,14.56220479,0.560750885,560.750885,157312,156666,10347,10329,,,
0046,passport_0046_output.log,9.148861674,422.439522053,0.43095678299999995,430.956783,16.37421674,0.566745837,566.745837,157312,156666,10347,10329,,,
0047,passport_0047_output.log,9.291034961,421.802911069,0.48111325099999996,481.113251,15.617575395,0.666085718,666.085718,157312,156666,10347,10329,,,
0048,passport_0048_output.log,9.667414146,421.401459479,0.421741298,421.741298,15.453422508,0.5532854589999999,553.285459,157312,156666,10347,10329,,,
0049,passport_0049_output.log,9.189747038,419.535899833,0.46554945600000003,465.549456,14.727981538,0.810396066,810.396066,157312,156666,10347,10329,,,
