passport_id,file,key_generation_time_s,recursive_snark_creation_time_s,recursive_snark_verify_time_s,recursive_snark_verify_time_ms,compressed_snark_prove_time_s,compressed_snark_verify_time_s,compressed_snark_verify_time_ms,constraints_primary,variables_primary,constraints_secondary,variables_secondary,peak_memory_kb,peak_memory_mb,peak_memory_gb
0024,passport_0024_output.log,17.664558939,426.703422116,1.298951617,1298.951617,54.310306136,2.024301892,2024.301892,551514,536148,10347,10329,,,
0025,passport_0025_output.log,18.179155051,424.048243528,1.522567984,1522.567984,53.448039011,1.990704516,1990.704516,551514,536148,10347,10329,,,
0026,passport_0026_output.log,18.1604363,425.145457735,1.376124544,1376.124544,52.45476813,1.973665163,1973.665163,551514,536148,10347,10329,,,
0027,passport_0027_output.log,18.231505545,427.608259793,1.420905441,1420.9054409999999,52.246629383,2.232790961,2232.790961,551514,536148,10347,10329,,,
0028,passport_0028_output.log,18.322164707,429.191911956,1.648220925,1648.2209249999999,52.95719978,2.150380683,2150.380683,551514,536148,10347,10329,,,
0029,passport_0029_output.log,18.163578829,437.812772926,1.408094104,1408.0941039999998,54.745420344,1.997468225,1997.468225,551514,536148,10347,10329,,,
0030,passport_0030_output.log,18.112996631,435.143985187,1.408512827,1408.512827,54.010947099,2.085582666,2085.5826660000002,551514,536148,10347,10329,,,
0031,passport_0031_output.log,18.33469158,424.724697016,1.39656832,1396.56832,52.625833345,2.103244164,2103.2441639999997,551514,536148,10347,10329,,,
0032,passport_0032_output.log,17.766630968,426.700288903,1.39934124,1399.34124,52.974359069,2.808185006,2808.185006,551514,536148,10347,10329,,,
0033,passport_0033_output.log,17.841580359,429.666587208,1.661494582,1661.494582,54.013319251,1.855773741,1855.773741,551514,536148,10347,10329,,,
0034,passport_0034_output.log,18.338967299,426.847648486,1.627779731,1627.7797309999999,53.06781303,2.015091789,2015.091789,551514,536148,10347,10329,,,
0035,passport_0035_output.log,18.069908601,431.26587631,1.770203094,1770.203094,51.950986922,1.953080817,1953.080817,551514,536148,10347,10329,,,
0036,passport_0036_output.log,18.633045094,435.735830673,1.411796687,1411.796687,52.154088598,2.074878198,2074.878198,551514,536148,10347,10329,,,
0037,passport_0037_output.log,18.007894959,453.338287687,1.523018323,1523.018323,54.223200978,2.187776255,2187.776255,551514,536148,10347,10329,,,
0038,passport_0038_output.log,18.335114843,431.842370001,1.379405448,1379.405448,51.883721011,1.950427178,1950.427178,551514,536148,10347,10329,,,
0039,passport_0039_output.log,18.182304841,436.127165673,1.419969873,1419.969873,52.307913983,1.988851318,1988.851318,551514,536148,10347,10329,,,
0040,passport_0040_output.log,18.378308938,432.453082809,1.333668332,1333.668332,53.223897279,2.084704483,2084.704483,551514,536148,10347,10329,,,
0041,passport_0041_output.log,18.184743854,423.650259559,1.554226053,1554.226053,51.758774243,2.128388509,2128.388509,551514,536148,10347,10329,,,
0042,passport_0042_output.log,18.299482753,426.213930258,1.443880035,1443.8800350000001,52.301355825,2.175662114,2175.662114,551514,536148,10347,10329,,,
0043,passport_0043_output.log,18.043881857,427.642382635,1.403218483,1403.218483,53.951470654,2.028390229,2028.3902290000003,551514,536148,10347,10329,,,
0044,passport_0044_output.log,19.129168301,430.381519469,1.316061557,1316.061557,52.355178444,1.964891205,1964.8912050000001,551514,536148,10347,10329,,,
0045,passport_0045_output.log,18.044988416,428.27172108,1.339503622,1339.503622,52.863471957,2.01225105,2012.25105,551514,536148,10347,10329,,,
0046,passport_0046_output.log,18.723516828,426.240987596,1.47292032,1472.9203200000002,52.480575917,2.068155109,2068.1551090000003,551514,536148,10347,10329,,,
0047,passport_0047_output.log,19.22518079,423.446818741,1.456728847,1456.7288469999999,52.883061249,2.251374215,2251.374215,551514,536148,10347,10329,,,
0048,passport_0048_output.log,17.676205737,429.650767808,1.384343035,1384.343035,52.337671393,2.091814892,2091.814892,551514,536148,10347,10329,,,
0049,passport_0049_output.log,18.099998026,425.586140004,1.580175699,1580.175699,56.245404343,2.003253604,2003.2536040000002,551514,536148,10347,10329,,,
